date,transport_type,value
11/12/2020,tfl_bus,0.49
11/12/2020,bus_excluding_london,0.48
11/12/2020,national_rail,0.23
11/13/2020,cars,0.71
11/13/2020,light_commercial_vehicles,0.86
11/13/2020,heavy_goods_vehicles,1.03
11/13/2020,all_motor_vehicles,0.76
11/13/2020,cycling,0.89
11/13/2020,tfl_tube,0.22
11/13/2020,tfl_bus,0.5
11/13/2020,bus_excluding_london,0.46
11/13/2020,national_rail,0.22
11/14/2020,cars,0.61
11/14/2020,light_commercial_vehicles,0.77
11/14/2020,heavy_goods_vehicles,1.06
11/14/2020,all_motor_vehicles,0.65
11/14/2020,cycling,0.72
11/14/2020,tfl_tube,0.17
11/14/2020,tfl_bus,0.38
11/14/2020,bus_excluding_london,0.32
11/14/2020,national_rail,0.22
11/15/2020,cars,0.6
11/15/2020,light_commercial_vehicles,0.76
11/15/2020,heavy_goods_vehicles,1.08
11/15/2020,all_motor_vehicles,0.63
11/15/2020,cycling,0.91
11/15/2020,tfl_tube,0.19
11/15/2020,tfl_bus,0.38
11/15/2020,bus_excluding_london,0.35
11/15/2020,national_rail,0.22
11/16/2020,cars,0.71
11/16/2020,light_commercial_vehicles,0.92
11/16/2020,heavy_goods_vehicles,1.06
11/16/2020,all_motor_vehicles,0.78
11/16/2020,cycling,0.82
11/16/2020,tfl_tube,0.24
11/16/2020,tfl_bus,0.5
11/16/2020,bus_excluding_london,0.48
11/16/2020,national_rail,0.22
11/17/2020,cars,0.71
11/17/2020,light_commercial_vehicles,0.9
11/17/2020,heavy_goods_vehicles,1.04
11/17/2020,all_motor_vehicles,0.77
11/17/2020,cycling,0.8
11/17/2020,tfl_tube,0.23
11/17/2020,tfl_bus,0.49
11/17/2020,bus_excluding_london,0.49
11/17/2020,national_rail,0.23
11/18/2020,cars,0.7
11/18/2020,light_commercial_vehicles,0.89
11/18/2020,heavy_goods_vehicles,1.05
11/18/2020,all_motor_vehicles,0.76
11/18/2020,cycling,0.77
11/18/2020,tfl_tube,0.23
11/18/2020,tfl_bus,0.49
11/18/2020,bus_excluding_london,0.45
11/18/2020,national_rail,0.23
11/19/2020,cars,0.71
11/19/2020,light_commercial_vehicles,0.88
11/19/2020,heavy_goods_vehicles,1.04
11/19/2020,all_motor_vehicles,0.77
11/19/2020,cycling,0.99
11/19/2020,tfl_tube,0.22
11/19/2020,tfl_bus,0.49
11/19/2020,bus_excluding_london,0.48
11/19/2020,national_rail,0.24
11/20/2020,cars,0.71
11/20/2020,light_commercial_vehicles,0.88
11/20/2020,heavy_goods_vehicles,1.05
11/20/2020,all_motor_vehicles,0.76
11/20/2020,cycling,0.67
11/20/2020,tfl_tube,0.22
11/20/2020,tfl_bus,0.49
11/20/2020,bus_excluding_london,0.45
11/20/2020,national_rail,0.24
11/21/2020,cars,0.63
11/21/2020,light_commercial_vehicles,0.81
11/21/2020,heavy_goods_vehicles,1.11
11/21/2020,all_motor_vehicles,0.68
11/21/2020,cycling,1.3
11/21/2020,tfl_tube,0.18
11/21/2020,tfl_bus,0.43
11/21/2020,bus_excluding_london,0.33
11/21/2020,national_rail,0.25
11/22/2020,cars,0.64
11/22/2020,light_commercial_vehicles,0.81
11/22/2020,heavy_goods_vehicles,1.14
11/22/2020,all_motor_vehicles,0.68
11/22/2020,cycling,1.74
11/22/2020,tfl_tube,0.19
11/22/2020,tfl_bus,0.42
11/22/2020,bus_excluding_london,0.36
11/22/2020,national_rail,0.25
11/23/2020,cars,0.72
11/23/2020,light_commercial_vehicles,0.93
11/23/2020,heavy_goods_vehicles,1.07
11/23/2020,all_motor_vehicles,0.78
11/23/2020,cycling,0.78
11/23/2020,tfl_tube,0.24
11/23/2020,tfl_bus,0.5
11/23/2020,bus_excluding_london,0.48
11/23/2020,national_rail,0.25
11/24/2020,cars,0.71
11/24/2020,light_commercial_vehicles,0.91
11/24/2020,heavy_goods_vehicles,1.06
11/24/2020,all_motor_vehicles,0.77
11/24/2020,cycling,0.73
11/24/2020,tfl_tube,0.24
11/24/2020,tfl_bus,0.49
11/24/2020,bus_excluding_london,0.49
11/24/2020,national_rail,0.25
11/25/2020,cars,0.7
11/25/2020,light_commercial_vehicles,0.89
11/25/2020,heavy_goods_vehicles,1.06
11/25/2020,all_motor_vehicles,0.76
11/25/2020,cycling,0.8
11/25/2020,tfl_tube,0.23
11/25/2020,tfl_bus,0.49
11/25/2020,bus_excluding_london,0.46
11/25/2020,national_rail,0.24
11/26/2020,cars,0.71
11/26/2020,light_commercial_vehicles,0.88
11/26/2020,heavy_goods_vehicles,1.06
11/26/2020,all_motor_vehicles,0.76
11/26/2020,cycling,1.07
11/26/2020,tfl_tube,0.23
11/26/2020,tfl_bus,0.49
11/26/2020,bus_excluding_london,0.47
11/26/2020,national_rail,0.24
11/27/2020,cars,0.72
11/27/2020,light_commercial_vehicles,0.88
11/27/2020,heavy_goods_vehicles,1.06
11/27/2020,all_motor_vehicles,0.77
11/27/2020,cycling,0.76
11/27/2020,tfl_tube,0.22
11/27/2020,tfl_bus,0.47
11/27/2020,bus_excluding_london,0.45
11/27/2020,national_rail,0.24
11/28/2020,cars,0.65
11/28/2020,light_commercial_vehicles,0.83
11/28/2020,heavy_goods_vehicles,1.17
11/28/2020,all_motor_vehicles,0.69
11/28/2020,cycling,1.12
11/28/2020,tfl_tube,0.19
11/28/2020,tfl_bus,0.42
11/28/2020,bus_excluding_london,0.35
11/28/2020,national_rail,0.24
11/29/2020,cars,0.64
11/29/2020,light_commercial_vehicles,0.81
11/29/2020,heavy_goods_vehicles,1.2
11/29/2020,all_motor_vehicles,0.68
11/29/2020,cycling,1.34
11/29/2020,tfl_tube,0.19
11/29/2020,tfl_bus,0.4
11/29/2020,bus_excluding_london,0.37
11/29/2020,national_rail,0.24
11/30/2020,cars,0.73
11/30/2020,light_commercial_vehicles,0.95
11/30/2020,heavy_goods_vehicles,1.09
11/30/2020,all_motor_vehicles,0.8
11/30/2020,cycling,0.66
11/30/2020,tfl_tube,0.25
11/30/2020,tfl_bus,0.5
11/30/2020,bus_excluding_london,0.49
11/30/2020,national_rail,0.25
12/01/2020,cars,0.73
12/01/2020,light_commercial_vehicles,0.93
12/01/2020,heavy_goods_vehicles,1.07
12/01/2020,all_motor_vehicles,0.79
12/01/2020,cycling,0.77
12/01/2020,tfl_tube,0.25
12/01/2020,tfl_bus,0.51
12/01/2020,bus_excluding_london,0.52
12/01/2020,national_rail,0.25
12/02/2020,cars,0.77
12/02/2020,light_commercial_vehicles,0.96
12/02/2020,heavy_goods_vehicles,1.06
12/02/2020,all_motor_vehicles,0.83
12/02/2020,cycling,0.94
12/02/2020,tfl_tube,0.31
12/02/2020,tfl_bus,0.57
12/02/2020,bus_excluding_london,0.55
12/02/2020,national_rail,0.26
12/03/2020,cars,0.78
12/03/2020,light_commercial_vehicles,0.95
12/03/2020,heavy_goods_vehicles,1.05
12/03/2020,all_motor_vehicles,0.82
12/03/2020,cycling,0.63
12/03/2020,tfl_tube,0.31
12/03/2020,tfl_bus,0.55
12/03/2020,bus_excluding_london,0.54
12/03/2020,national_rail,0.27
12/04/2020,cars,0.79
12/04/2020,light_commercial_vehicles,0.95
12/04/2020,heavy_goods_vehicles,1.05
12/04/2020,all_motor_vehicles,0.84
12/04/2020,cycling,0.73
12/04/2020,tfl_tube,0.35
12/04/2020,tfl_bus,0.59
12/04/2020,bus_excluding_london,0.53
12/04/2020,national_rail,0.28
12/05/2020,cars,0.81
12/05/2020,light_commercial_vehicles,1.01
12/05/2020,heavy_goods_vehicles,1.2
12/05/2020,all_motor_vehicles,0.85
12/05/2020,cycling,1.08
12/05/2020,tfl_tube,0.41
12/05/2020,tfl_bus,0.58
12/05/2020,bus_excluding_london,0.5
12/05/2020,national_rail,0.29
12/06/2020,cars,0.78
12/06/2020,light_commercial_vehicles,0.99
12/06/2020,heavy_goods_vehicles,1.25
12/06/2020,all_motor_vehicles,0.82
12/06/2020,cycling,0.84
12/06/2020,tfl_tube,0.39
12/06/2020,tfl_bus,0.56
12/06/2020,bus_excluding_london,0.51
12/06/2020,national_rail,0.3
12/07/2020,cars,0.82
12/07/2020,light_commercial_vehicles,1.02
12/07/2020,heavy_goods_vehicles,1.1
12/07/2020,all_motor_vehicles,0.87
12/07/2020,cycling,0.72
12/07/2020,tfl_tube,0.33
12/07/2020,tfl_bus,0.57
12/07/2020,bus_excluding_london,0.57
12/07/2020,national_rail,0.31
12/08/2020,cars,0.8
12/08/2020,light_commercial_vehicles,0.99
12/08/2020,heavy_goods_vehicles,1.09
12/08/2020,all_motor_vehicles,0.86
12/08/2020,cycling,0.68
12/08/2020,tfl_tube,0.34
12/08/2020,tfl_bus,0.59
12/08/2020,bus_excluding_london,0.57
12/08/2020,national_rail,0.31
12/09/2020,cars,0.8
12/09/2020,light_commercial_vehicles,0.99
12/09/2020,heavy_goods_vehicles,1.09
12/09/2020,all_motor_vehicles,0.86
12/09/2020,cycling,0.86
12/09/2020,tfl_tube,0.34
12/09/2020,tfl_bus,0.57
12/09/2020,bus_excluding_london,0.55
12/09/2020,national_rail,0.32
12/10/2020,cars,0.8
12/10/2020,light_commercial_vehicles,0.97
12/10/2020,heavy_goods_vehicles,1.07
12/10/2020,all_motor_vehicles,0.85
12/10/2020,cycling,0.87
12/10/2020,tfl_tube,0.35
12/10/2020,tfl_bus,0.58
12/10/2020,bus_excluding_london,0.56
12/10/2020,national_rail,0.32
12/11/2020,cars,0.82
12/11/2020,light_commercial_vehicles,0.98
12/11/2020,heavy_goods_vehicles,1.08
12/11/2020,all_motor_vehicles,0.87
12/11/2020,cycling,0.77
12/11/2020,tfl_tube,0.37
12/11/2020,tfl_bus,0.58
12/11/2020,bus_excluding_london,0.55
12/11/2020,national_rail,0.32
12/12/2020,cars,0.84
12/12/2020,light_commercial_vehicles,1.03
12/12/2020,heavy_goods_vehicles,1.21
12/12/2020,all_motor_vehicles,0.88
12/12/2020,cycling,1.12
12/12/2020,tfl_tube,0.44
12/12/2020,tfl_bus,0.6
12/12/2020,bus_excluding_london,0.52
12/12/2020,national_rail,0.32
12/13/2020,cars,0.76
12/13/2020,light_commercial_vehicles,0.96
12/13/2020,heavy_goods_vehicles,1.23
12/13/2020,all_motor_vehicles,0.8
12/13/2020,cycling,0.51
12/13/2020,tfl_tube,0.38
12/13/2020,tfl_bus,0.55
12/13/2020,bus_excluding_london,0.49
12/13/2020,national_rail,0.32
12/14/2020,cars,0.83
12/14/2020,light_commercial_vehicles,1.02
12/14/2020,heavy_goods_vehicles,1.11
12/14/2020,all_motor_vehicles,0.89
12/14/2020,cycling,0.77
12/14/2020,tfl_tube,0.35
12/14/2020,tfl_bus,0.58
12/14/2020,bus_excluding_london,0.57
12/14/2020,national_rail,0.32
12/15/2020,cars,0.83
12/15/2020,light_commercial_vehicles,1.01
12/15/2020,heavy_goods_vehicles,1.09
12/15/2020,all_motor_vehicles,0.88
12/15/2020,cycling,0.77
12/15/2020,tfl_tube,0.39
12/15/2020,tfl_bus,0.61
12/15/2020,bus_excluding_london,0.58
12/15/2020,national_rail,0.32
12/16/2020,cars,0.8
12/16/2020,light_commercial_vehicles,0.98
12/16/2020,heavy_goods_vehicles,1.09
12/16/2020,all_motor_vehicles,0.85
12/16/2020,cycling,0.76
12/16/2020,tfl_tube,0.29
12/16/2020,tfl_bus,0.53
12/16/2020,bus_excluding_london,0.51
12/16/2020,national_rail,0.32
12/17/2020,cars,0.82
12/17/2020,light_commercial_vehicles,0.98
12/17/2020,heavy_goods_vehicles,1.09
12/17/2020,all_motor_vehicles,0.87
12/17/2020,cycling,1.04
12/17/2020,tfl_tube,0.3
12/17/2020,tfl_bus,0.55
12/17/2020,bus_excluding_london,0.56
12/17/2020,national_rail,0.31
12/18/2020,cars,0.81
12/18/2020,light_commercial_vehicles,0.94
12/18/2020,heavy_goods_vehicles,1.07
12/18/2020,all_motor_vehicles,0.85
12/18/2020,cycling,0.59
12/18/2020,tfl_tube,0.3
12/18/2020,tfl_bus,0.52
12/18/2020,bus_excluding_london,0.49
12/18/2020,national_rail,0.32
12/19/2020,cars,0.87
12/19/2020,light_commercial_vehicles,1.03
12/19/2020,heavy_goods_vehicles,1.28
12/19/2020,all_motor_vehicles,0.9
12/19/2020,cycling,0.97
12/19/2020,tfl_tube,0.33
12/19/2020,tfl_bus,0.55
12/19/2020,bus_excluding_london,0.52
12/19/2020,national_rail,0.31
12/20/2020,cars,0.8
12/20/2020,light_commercial_vehicles,0.97
12/20/2020,heavy_goods_vehicles,1.36
12/20/2020,all_motor_vehicles,0.83
12/20/2020,cycling,1.21
12/20/2020,tfl_tube,0.19
12/20/2020,tfl_bus,0.42
12/20/2020,bus_excluding_london,0.53
12/20/2020,national_rail,0.3
12/21/2020,cars,0.78
12/21/2020,light_commercial_vehicles,0.91
12/21/2020,heavy_goods_vehicles,1
12/21/2020,all_motor_vehicles,0.81
12/21/2020,cycling,0.5
12/21/2020,tfl_tube,0.22
12/21/2020,tfl_bus,0.44
12/21/2020,bus_excluding_london,0.42
12/21/2020,national_rail,0.27
12/22/2020,cars,0.78
12/22/2020,light_commercial_vehicles,0.89
12/22/2020,heavy_goods_vehicles,0.94
12/22/2020,all_motor_vehicles,0.81
12/22/2020,cycling,0.65
12/22/2020,tfl_tube,0.16
12/22/2020,tfl_bus,0.38
12/22/2020,bus_excluding_london,0.43
12/22/2020,national_rail,0.25
12/23/2020,cars,0.78
12/23/2020,light_commercial_vehicles,0.85
12/23/2020,heavy_goods_vehicles,0.8
12/23/2020,all_motor_vehicles,0.8
12/23/2020,cycling,0.5
12/23/2020,tfl_tube,0.15
12/23/2020,tfl_bus,0.37
12/23/2020,bus_excluding_london,0.38
12/23/2020,national_rail,0.23
12/24/2020,cars,0.7
12/24/2020,light_commercial_vehicles,0.63
12/24/2020,heavy_goods_vehicles,0.41
12/24/2020,all_motor_vehicles,0.67
12/24/2020,cycling,0.83
12/24/2020,tfl_tube,0.23
12/24/2020,tfl_bus,0.47
12/24/2020,bus_excluding_london,0.29
12/24/2020,national_rail,0.2
12/25/2020,cars,0.36
12/25/2020,light_commercial_vehicles,0.24
12/25/2020,heavy_goods_vehicles,0.03
12/25/2020,all_motor_vehicles,0.32
12/25/2020,cycling,0.27
12/26/2020,cars,0.43
12/26/2020,light_commercial_vehicles,0.41
12/26/2020,heavy_goods_vehicles,0.28
12/26/2020,all_motor_vehicles,0.42
12/26/2020,cycling,0.72
12/26/2020,tfl_tube,0.16
12/26/2020,tfl_bus,0.38
12/27/2020,cars,0.58
12/27/2020,light_commercial_vehicles,0.68
12/27/2020,heavy_goods_vehicles,0.85
12/27/2020,all_motor_vehicles,0.6
12/27/2020,cycling,0.93
12/27/2020,tfl_tube,0.14
12/27/2020,tfl_bus,0.35
12/27/2020,bus_excluding_london,0.37
12/28/2020,cars,0.48
12/28/2020,light_commercial_vehicles,0.44
12/28/2020,heavy_goods_vehicles,0.31
12/28/2020,all_motor_vehicles,0.46
12/28/2020,cycling,0.55
12/28/2020,tfl_tube,0.14
12/28/2020,tfl_bus,0.34
12/29/2020,cars,0.53
12/29/2020,light_commercial_vehicles,0.55
12/29/2020,heavy_goods_vehicles,0.52
12/29/2020,all_motor_vehicles,0.53
12/29/2020,cycling,0.5
12/29/2020,tfl_tube,0.2
12/29/2020,tfl_bus,0.46
12/29/2020,bus_excluding_london,0.28
12/30/2020,cars,0.58
12/30/2020,light_commercial_vehicles,0.59
12/30/2020,heavy_goods_vehicles,0.55
12/30/2020,all_motor_vehicles,0.58
12/30/2020,cycling,0.68
12/30/2020,tfl_tube,0.21
12/30/2020,tfl_bus,0.47
12/30/2020,bus_excluding_london,0.28
12/31/2020,cars,0.5
12/31/2020,light_commercial_vehicles,0.48
12/31/2020,heavy_goods_vehicles,0.37
12/31/2020,all_motor_vehicles,0.48
12/31/2020,cycling,0.53
12/31/2020,tfl_tube,0.17
12/31/2020,tfl_bus,0.43
12/31/2020,bus_excluding_london,0.22
01/01/2021,cars,0.29
01/01/2021,light_commercial_vehicles,0.23
01/01/2021,heavy_goods_vehicles,0.1
01/01/2021,all_motor_vehicles,0.27
01/01/2021,cycling,0.38
01/01/2021,tfl_tube,0.12
01/01/2021,tfl_bus,0.38
01/02/2021,cars,0.52
01/02/2021,light_commercial_vehicles,0.59
01/02/2021,heavy_goods_vehicles,0.65
01/02/2021,all_motor_vehicles,0.53
01/02/2021,cycling,0.85
01/02/2021,tfl_tube,0.16
01/02/2021,tfl_bus,0.35
01/02/2021,bus_excluding_london,0.25
01/03/2021,cars,0.55
01/03/2021,light_commercial_vehicles,0.68
01/03/2021,heavy_goods_vehicles,0.9
01/03/2021,all_motor_vehicles,0.57
01/03/2021,cycling,0.86
01/03/2021,tfl_tube,0.19
01/03/2021,tfl_bus,0.37
01/03/2021,bus_excluding_london,0.3
01/04/2021,cars,0.6
01/04/2021,light_commercial_vehicles,0.77
01/04/2021,heavy_goods_vehicles,0.8
01/04/2021,all_motor_vehicles,0.65
01/04/2021,cycling,0.64
01/04/2021,tfl_tube,0.2
01/04/2021,tfl_bus,0.36
01/04/2021,bus_excluding_london,0.29
01/05/2021,cars,0.56
01/05/2021,light_commercial_vehicles,0.74
01/05/2021,heavy_goods_vehicles,0.87
01/05/2021,all_motor_vehicles,0.61
01/05/2021,cycling,0.54
01/05/2021,tfl_tube,0.18
01/05/2021,tfl_bus,0.33
01/05/2021,bus_excluding_london,0.26
01/06/2021,cars,0.54
01/06/2021,light_commercial_vehicles,0.73
01/06/2021,heavy_goods_vehicles,0.9
01/06/2021,all_motor_vehicles,0.6
01/06/2021,cycling,0.69
01/06/2021,tfl_tube,0.17
01/06/2021,tfl_bus,0.33
01/06/2021,bus_excluding_london,0.24
01/07/2021,cars,0.53
01/07/2021,light_commercial_vehicles,0.71
01/07/2021,heavy_goods_vehicles,0.9
01/07/2021,all_motor_vehicles,0.59
01/07/2021,cycling,0.59
01/07/2021,tfl_tube,0.16
01/07/2021,tfl_bus,0.32
01/07/2021,bus_excluding_london,0.24
01/08/2021,cars,0.52
01/08/2021,light_commercial_vehicles,0.7
01/08/2021,heavy_goods_vehicles,0.9
01/08/2021,all_motor_vehicles,0.58
01/08/2021,cycling,0.47
01/08/2021,tfl_tube,0.17
01/08/2021,tfl_bus,0.32
01/08/2021,bus_excluding_london,0.24
01/09/2021,cars,0.48
01/09/2021,light_commercial_vehicles,0.65
01/09/2021,heavy_goods_vehicles,0.96
01/09/2021,all_motor_vehicles,0.52
01/09/2021,cycling,0.87
01/09/2021,tfl_tube,0.14
01/09/2021,tfl_bus,0.33
01/09/2021,bus_excluding_london,0.23
01/10/2021,cars,0.46
01/10/2021,light_commercial_vehicles,0.61
01/10/2021,heavy_goods_vehicles,0.97
01/10/2021,all_motor_vehicles,0.5
01/10/2021,cycling,0.95
01/10/2021,tfl_tube,0.14
01/10/2021,tfl_bus,0.32
01/10/2021,bus_excluding_london,0.25
01/11/2021,cars,0.56
01/11/2021,light_commercial_vehicles,0.79
01/11/2021,heavy_goods_vehicles,0.97
01/11/2021,all_motor_vehicles,0.63
01/11/2021,cycling,0.7
01/11/2021,tfl_tube,0.17
01/11/2021,tfl_bus,0.32
01/11/2021,bus_excluding_london,0.26
01/12/2021,cars,0.55
01/12/2021,light_commercial_vehicles,0.76
01/12/2021,heavy_goods_vehicles,0.96
01/12/2021,all_motor_vehicles,0.62
01/12/2021,cycling,0.6
01/12/2021,tfl_tube,0.16
01/12/2021,tfl_bus,0.31
01/12/2021,bus_excluding_london,0.26
01/13/2021,cars,0.54
01/13/2021,light_commercial_vehicles,0.75
01/13/2021,heavy_goods_vehicles,0.96
01/13/2021,all_motor_vehicles,0.61
01/13/2021,cycling,0.63
01/13/2021,tfl_tube,0.16
01/13/2021,tfl_bus,0.3
01/13/2021,bus_excluding_london,0.24
01/13/2021,national_rail,0.13
01/14/2021,cars,0.5
01/14/2021,light_commercial_vehicles,0.69
01/14/2021,heavy_goods_vehicles,0.91
01/14/2021,all_motor_vehicles,0.56
01/14/2021,cycling,0.41
01/14/2021,tfl_tube,0.15
01/14/2021,tfl_bus,0.3
01/14/2021,bus_excluding_london,0.21
01/14/2021,national_rail,0.12
01/15/2021,cars,0.54
01/15/2021,light_commercial_vehicles,0.71
01/15/2021,heavy_goods_vehicles,0.91
01/15/2021,all_motor_vehicles,0.59
01/15/2021,cycling,0.58
01/15/2021,tfl_tube,0.16
01/15/2021,tfl_bus,0.32
01/15/2021,bus_excluding_london,0.25
01/15/2021,national_rail,0.14
01/16/2021,cars,0.47
01/16/2021,light_commercial_vehicles,0.62
01/16/2021,heavy_goods_vehicles,0.93
01/16/2021,all_motor_vehicles,0.51
01/16/2021,cycling,0.66
01/16/2021,tfl_tube,0.12
01/16/2021,tfl_bus,0.31
01/16/2021,bus_excluding_london,0.22
01/16/2021,national_rail,0.14
01/17/2021,cars,0.48
01/17/2021,light_commercial_vehicles,0.63
01/17/2021,heavy_goods_vehicles,0.96
01/17/2021,all_motor_vehicles,0.52
01/17/2021,cycling,1.52
01/17/2021,tfl_tube,0.14
01/17/2021,tfl_bus,0.34
01/17/2021,bus_excluding_london,0.27
01/17/2021,national_rail,0.15
01/18/2021,cars,0.57
01/18/2021,light_commercial_vehicles,0.79
01/18/2021,heavy_goods_vehicles,0.98
01/18/2021,all_motor_vehicles,0.63
01/18/2021,cycling,0.82
01/18/2021,tfl_tube,0.17
01/18/2021,tfl_bus,0.32
01/18/2021,bus_excluding_london,0.27
01/18/2021,national_rail,0.15
01/19/2021,cars,0.55
01/19/2021,light_commercial_vehicles,0.76
01/19/2021,heavy_goods_vehicles,0.96
01/19/2021,all_motor_vehicles,0.61
01/19/2021,cycling,0.51
01/19/2021,tfl_tube,0.16
01/19/2021,tfl_bus,0.32
01/19/2021,bus_excluding_london,0.26
01/19/2021,national_rail,0.15
01/20/2021,cars,0.53
01/20/2021,light_commercial_vehicles,0.74
01/20/2021,heavy_goods_vehicles,0.95
01/20/2021,all_motor_vehicles,0.6
01/20/2021,cycling,0.5
01/20/2021,tfl_tube,0.16
01/20/2021,tfl_bus,0.31
01/20/2021,bus_excluding_london,0.23
01/20/2021,national_rail,0.14
01/21/2021,cars,0.54
01/21/2021,light_commercial_vehicles,0.74
01/21/2021,heavy_goods_vehicles,0.93
01/21/2021,all_motor_vehicles,0.61
01/21/2021,cycling,0.82
01/21/2021,tfl_tube,0.16
01/21/2021,tfl_bus,0.32
01/21/2021,bus_excluding_london,0.25
01/21/2021,national_rail,0.14
01/22/2021,cars,0.57
01/22/2021,light_commercial_vehicles,0.75
01/22/2021,heavy_goods_vehicles,0.94
01/22/2021,all_motor_vehicles,0.63
01/22/2021,cycling,0.87
01/22/2021,tfl_tube,0.16
01/22/2021,tfl_bus,0.33
01/22/2021,bus_excluding_london,0.27
01/22/2021,national_rail,0.14
01/23/2021,cars,0.52
01/23/2021,light_commercial_vehicles,0.7
01/23/2021,heavy_goods_vehicles,0.96
01/23/2021,all_motor_vehicles,0.56
01/23/2021,cycling,1.17
01/23/2021,tfl_tube,0.13
01/23/2021,tfl_bus,0.35
01/23/2021,bus_excluding_london,0.24
01/23/2021,national_rail,0.14
01/24/2021,cars,0.41
01/24/2021,light_commercial_vehicles,0.59
01/24/2021,heavy_goods_vehicles,0.95
01/24/2021,all_motor_vehicles,0.45
01/24/2021,cycling,0.43
01/24/2021,tfl_tube,0.13
01/24/2021,tfl_bus,0.31
01/24/2021,bus_excluding_london,0.25
01/24/2021,national_rail,0.14
01/25/2021,cars,0.54
01/25/2021,light_commercial_vehicles,0.77
01/25/2021,heavy_goods_vehicles,0.94
01/25/2021,all_motor_vehicles,0.61
01/25/2021,cycling,0.44
01/25/2021,tfl_tube,0.17
01/25/2021,tfl_bus,0.34
01/25/2021,bus_excluding_london,0.26
01/25/2021,national_rail,0.14
01/26/2021,cars,0.55
01/26/2021,light_commercial_vehicles,0.77
01/26/2021,heavy_goods_vehicles,0.96
01/26/2021,all_motor_vehicles,0.62
01/26/2021,cycling,0.4
01/26/2021,tfl_tube,0.16
01/26/2021,tfl_bus,0.32
01/26/2021,bus_excluding_london,0.26
01/26/2021,national_rail,0.14
01/27/2021,cars,0.57
01/27/2021,light_commercial_vehicles,0.78
01/27/2021,heavy_goods_vehicles,0.97
01/27/2021,all_motor_vehicles,0.63
01/27/2021,cycling,0.84
01/27/2021,tfl_tube,0.16
01/27/2021,tfl_bus,0.32
01/27/2021,bus_excluding_london,0.26
01/27/2021,national_rail,0.16
01/28/2021,cars,0.56
01/28/2021,light_commercial_vehicles,0.76
01/28/2021,heavy_goods_vehicles,0.95
01/28/2021,all_motor_vehicles,0.63
01/28/2021,cycling,0.85
01/28/2021,tfl_tube,0.17
01/28/2021,tfl_bus,0.27
01/28/2021,bus_excluding_london,0.26
01/28/2021,national_rail,0.15
01/29/2021,cars,0.59
01/29/2021,light_commercial_vehicles,0.77
01/29/2021,heavy_goods_vehicles,0.94
01/29/2021,all_motor_vehicles,0.65
01/29/2021,cycling,0.76
01/29/2021,tfl_tube,0.17
01/29/2021,tfl_bus,0.33
01/29/2021,bus_excluding_london,0.27
01/29/2021,national_rail,0.15
01/30/2021,cars,0.53
01/30/2021,light_commercial_vehicles,0.71
01/30/2021,heavy_goods_vehicles,0.96
01/30/2021,all_motor_vehicles,0.57
01/30/2021,cycling,0.72
01/30/2021,tfl_tube,0.14
01/30/2021,tfl_bus,0.33
01/30/2021,bus_excluding_london,0.24
01/30/2021,national_rail,0.15
01/31/2021,cars,0.52
01/31/2021,light_commercial_vehicles,0.68
01/31/2021,heavy_goods_vehicles,0.99
01/31/2021,all_motor_vehicles,0.55
01/31/2021,cycling,1.04
01/31/2021,tfl_tube,0.16
01/31/2021,tfl_bus,0.36
01/31/2021,bus_excluding_london,0.27
01/31/2021,national_rail,0.15
02/01/2021,cars,0.59
02/01/2021,light_commercial_vehicles,0.81
02/01/2021,heavy_goods_vehicles,0.98
02/01/2021,all_motor_vehicles,0.66
02/01/2021,cycling,0.63
02/01/2021,tfl_tube,0.18
02/01/2021,tfl_bus,0.34
02/01/2021,bus_excluding_london,0.28
02/01/2021,national_rail,0.15
02/02/2021,cars,0.54
02/02/2021,light_commercial_vehicles,0.75
02/02/2021,heavy_goods_vehicles,0.95
02/02/2021,all_motor_vehicles,0.61
02/02/2021,cycling,0.46
02/02/2021,tfl_tube,0.17
02/02/2021,tfl_bus,0.34
02/02/2021,bus_excluding_london,0.24
02/02/2021,national_rail,0.15
02/03/2021,cars,0.57
02/03/2021,light_commercial_vehicles,0.78
02/03/2021,heavy_goods_vehicles,0.98
02/03/2021,all_motor_vehicles,0.64
02/03/2021,cycling,0.84
02/03/2021,tfl_tube,0.17
02/03/2021,tfl_bus,0.33
02/03/2021,bus_excluding_london,0.26
02/03/2021,national_rail,0.15
02/04/2021,cars,0.58
02/04/2021,light_commercial_vehicles,0.77
02/04/2021,heavy_goods_vehicles,0.96
02/04/2021,all_motor_vehicles,0.64
02/04/2021,cycling,0.9
02/04/2021,tfl_tube,0.17
02/04/2021,tfl_bus,0.33
02/04/2021,bus_excluding_london,0.27
02/04/2021,national_rail,0.15
02/05/2021,cars,0.6
02/05/2021,light_commercial_vehicles,0.78
02/05/2021,heavy_goods_vehicles,0.97
02/05/2021,all_motor_vehicles,0.66
02/05/2021,cycling,0.87
02/05/2021,tfl_tube,0.18
02/05/2021,tfl_bus,0.36
02/05/2021,bus_excluding_london,0.28
02/05/2021,national_rail,0.15
02/06/2021,cars,0.56
02/06/2021,light_commercial_vehicles,0.74
02/06/2021,heavy_goods_vehicles,0.99
02/06/2021,all_motor_vehicles,0.6
02/06/2021,cycling,1.21
02/06/2021,tfl_tube,0.16
02/06/2021,tfl_bus,0.35
02/06/2021,bus_excluding_london,0.25
